NU_INSCRICAO;NU_ANO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,1006E+11;2023;F;GO;B;B;C;C;3;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;B;E;D;B;2;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;D;C;B;B;4;B;A;B;D;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
2,1006E+11;2023;F;GO;E;B;C;B;6;C;A;B;D;A;A;B;A;A;A;B;A;A;B;B;A;D;B;A;B
2,10059E+11;2023;F;GO;G;G;D;D;4;M;B;C;D;C;A;B;B;B;B;A;A;A;A;A;A;E;A;C;B
2,1006E+11;2023;F;GO;A;E;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10061E+11;2023;M;GO;G;E;D;B;4;H;A;D;D;B;A;B;B;B;A;A;A;A;B;A;A;E;A;C;B
2,10059E+11;2023;M;GO;B;E;C;F;2;C;A;B;D;A;A;C;A;A;B;B;A;A;C;B;A;C;A;A;B
2,10059E+11;2023;M;GO;E;D;B;B;2;B;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;G;G;F;E;5;P;B;D;D;C;A;C;C;B;B;B;B;B;C;B;B;E;A;C;B
2,1006E+11;2023;F;GO;B;E;A;A;8;C;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;D;A;A;A
2,1006E+11;2023;F;GO;B;D;C;B;4;B;A;C;D;C;A;B;B;B;A;A;A;B;C;A;B;D;A;A;B
2,10059E+11;2023;F;GO;E;E;B;B;4;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;M;GO;E;E;D;D;3;I;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;E;E;C;C;6;E;A;C;D;B;B;B;B;B;B;A;A;A;B;A;A;D;B;A;B
2,10061E+11;2023;F;GO;D;G;C;F;5;C;A;B;D;C;A;B;B;B;A;A;A;A;B;A;B;E;A;B;B
2,1006E+11;2023;F;GO;E;E;C;B;3;G;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;C;C;C;B;4;E;A;C;D;B;B;B;D;B;B;B;B;A;B;A;B;E;A;B;B
2,1006E+11;2023;F;GO;D;E;C;B;4;B;A;B;C;A;A;B;B;B;B;B;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;M;GO;D;D;D;B;4;D;A;C;D;B;B;B;B;B;A;A;A;A;C;A;A;E;A;A;B
2,10059E+11;2023;F;GO;D;E;B;F;3;C;A;B;C;A;A;B;A;B;A;B;A;A;C;A;A;D;B;A;B
2,10061E+11;2023;F;GO;E;F;F;F;2;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;B;C;C;C;5;B;A;B;C;B;B;B;B;B;B;A;A;A;B;A;B;E;A;B;B
2,10059E+11;2023;M;GO;C;E;B;F;3;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;D;E;D;D;4;G;A;C;D;B;A;B;A;B;B;B;A;A;C;A;B;D;A;B;B
2,10059E+11;2023;F;GO;C;F;C;D;4;D;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10059E+11;2023;F;GO;G;G;E;E;5;Q;D;E;E;C;A;C;B;C;B;C;B;B;D;B;B;D;B;C;B
2,10059E+11;2023;F;GO;B;D;C;B;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;E;E;C;B;3;E;A;C;C;A;B;B;B;B;A;B;A;B;C;A;A;D;A;A;B
2,10061E+11;2023;F;GO;E;E;F;B;4;B;A;B;C;B;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10061E+11;2023;F;GO;E;C;B;C;3;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;H;H;C;C;3;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;B;D;A;F;4;B;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;C;C;B;B;4;B;A;C;D;B;A;B;A;B;A;B;A;B;B;A;A;B;A;B;B
2,10059E+11;2023;F;GO;E;G;C;B;4;D;A;B;D;B;B;B;A;B;A;B;A;B;B;A;A;D;A;B;B
2,10059E+11;2023;M;GO;D;D;A;B;4;B;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;F;GO;C;C;C;B;5;D;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;M;GO;C;D;B;B;3;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;M;GO;E;B;B;B;3;B;A;B;D;B;A;B;A;A;A;A;A;A;B;B;A;D;A;B;B
2,10059E+11;2023;F;GO;D;E;B;C;4;C;A;C;D;B;B;B;A;A;A;A;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;M;GO;C;E;C;B;4;G;A;B;C;B;A;B;B;B;A;A;A;B;A;A;A;D;A;C;B
2,10061E+11;2023;F;GO;H;D;F;C;2;E;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;B;D;D;B;4;B;A;B;D;A;C;C;C;B;A;A;A;A;C;A;B;E;A;C;B
2,1006E+11;2023;F;GO;C;E;B;B;3;B;A;B;C;B;A;B;B;B;B;A;A;B;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;E;H;B;B;1;A;A;C;D;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2,1006E+11;2023;M;GO;D;E;D;C;4;H;A;C;D;B;A;B;B;B;B;B;A;B;C;B;B;E;A;B;B
2,10059E+11;2023;F;GO;D;C;A;B;5;B;A;B;C;B;A;C;A;B;A;B;A;B;B;B;A;D;B;A;B
2,1006E+11;2023;F;GO;C;F;B;B;5;B;A;D;E;A;C;C;B;B;B;B;A;A;D;A;A;D;B;A;B
2,10059E+11;2023;F;GO;G;G;F;E;5;O;B;E;E;C;A;B;B;B;B;B;B;B;E;A;B;A;A;D;B
2,1006E+11;2023;M;GO;H;E;B;F;3;B;A;B;C;A;A;B;B;B;B;A;A;A;A;A;A;C;A;A;A
2,1006E+11;2023;F;GO;D;G;D;E;4;C;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;E;F;F;F;3;D;A;D;C;C;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;C;C;B;B;6;D;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;B;D;B;B;4;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;G;G;E;D;2;K;A;C;D;C;B;B;B;B;A;B;A;A;B;A;A;D;A;C;B
2,1006E+11;2023;F;GO;H;H;C;C;6;C;A;B;D;B;A;B;B;A;A;B;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;M;GO;D;E;F;D;4;C;A;C;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;M;GO;E;E;B;C;4;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;G;G;D;D;2;J;B;E;D;B;A;B;B;B;B;B;A;B;D;B;B;D;B;D;B
2,1006E+11;2023;F;GO;E;E;B;B;4;G;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;M;GO;C;E;C;B;3;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;H;E;F;B;3;C;A;C;C;A;A;B;B;B;A;B;A;A;B;A;B;D;A;A;B
2,1006E+11;2023;F;GO;D;D;C;B;3;C;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;E;E;C;B;4;B;A;B;C;A;A;B;B;B;A;B;A;B;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;C;C;C;B;3;C;D;C;D;B;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;F;GO;H;G;F;D;4;I;A;C;C;A;A;B;B;B;A;A;A;A;B;A;B;D;A;A;B
2,1006E+11;2023;F;GO;G;F;E;B;4;E;A;B;D;B;A;B;B;B;A;B;A;B;C;A;A;E;A;C;B
2,1006E+11;2023;F;GO;D;D;B;B;5;B;A;B;C;A;A;B;A;B;B;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;C;E;D;B;4;F;A;B;D;B;B;B;B;B;B;B;A;A;B;B;A;E;A;B;B
2,10059E+11;2023;F;GO;D;F;C;D;3;C;A;B;C;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;E;G;D;D;4;H;A;C;C;B;B;B;A;A;A;B;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;F;GO;D;E;C;F;4;B;A;B;B;B;B;B;A;B;B;B;A;B;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;D;E;B;B;4;D;A;B;C;B;A;B;A;B;A;A;A;B;B;B;A;E;A;A;B
2,1006E+11;2023;M;GO;E;F;F;F;5;K;A;D;E;B;A;B;A;B;A;B;A;A;D;A;A;D;A;D;B
2,1006E+11;2023;F;GO;H;F;F;B;3;D;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;D;A;A;B
2,1006E+11;2023;M;GO;C;D;A;A;8;C;A;A;B;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;A
2,10061E+11;2023;F;GO;E;F;B;B;3;C;A;B;C;A;A;B;B;B;A;B;A;A;B;A;B;D;A;B;B
2,10059E+11;2023;F;GO;H;E;D;B;5;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;E;F;D;E;4;N;B;C;D;C;C;B;B;B;A;B;A;A;B;A;B;E;A;B;B
2,10061E+11;2023;M;GO;H;E;D;D;4;E;A;B;C;B;A;B;B;B;B;B;A;B;C;A;B;E;A;B;B
2,1006E+11;2023;M;GO;H;D;B;B;4;C;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;D;E;D;D;5;D;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;F;GO;B;B;B;B;6;A;A;B;C;B;A;B;A;B;A;A;A;A;A;A;A;C;A;A;B
2,1006E+11;2023;F;GO;E;E;C;C;3;H;A;B;C;B;C;B;C;A;A;A;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;E;E;B;B;4;B;A;B;C;B;A;B;B;B;A;B;A;B;C;B;A;D;A;B;B
2,10059E+11;2023;F;GO;B;D;B;B;2;B;B;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
2,1006E+11;2023;F;GO;B;C;B;B;4;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
2,10059E+11;2023;M;GO;E;F;D;D;3;E;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;M;GO;H;F;F;E;3;P;B;E;E;C;A;C;B;C;B;B;A;A;E;A;A;E;A;D;B
2,10059E+11;2023;F;GO;C;H;C;B;3;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;D;E;C;D;4;H;A;B;C;B;A;B;A;B;A;A;A;A;A;A;A;E;A;A;B
2,1006E+11;2023;F;GO;C;G;B;D;3;G;A;D;E;B;A;B;A;B;B;A;A;A;C;B;A;D;A;A;B
2,1006E+11;2023;F;GO;F;E;D;B;4;E;A;C;D;B;B;B;B;B;A;B;A;B;C;A;A;C;A;B;B
2,1006E+11;2023;M;GO;G;F;E;D;4;P;A;E;D;C;A;B;B;B;A;B;B;B;D;A;B;E;A;D;B
2,10061E+11;2023;F;GO;D;D;D;B;2;C;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10059E+11;2023;F;GO;C;C;B;C;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;H;G;F;F;3;E;D;C;C;B;B;B;B;B;B;B;A;A;B;A;A;D;A;A;B
2,10058E+11;2023;F;GO;B;F;C;B;6;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;F;GO;B;B;B;B;4;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A
2,10059E+11;2023;F;GO;E;E;D;B;2;C;A;B;C;B;A;B;A;B;A;B;A;A;A;A;A;C;A;B;B
2,1006E+11;2023;M;GO;D;E;C;B;4;F;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;E;E;F;B;5;B;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;M;GO;E;B;A;F;4;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;F;GO;E;E;C;B;6;E;A;B;E;C;C;B;B;C;A;B;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;H;E;B;B;7;B;A;B;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;C;B;B;A;4;D;A;D;E;B;C;B;C;B;B;B;A;B;A;A;A;B;A;A;B
2,10059E+11;2023;F;GO;E;G;C;D;3;E;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;B;A;B;B
2,10058E+11;2023;F;GO;C;E;A;B;4;B;A;C;C;A;A;B;A;B;A;B;A;A;B;B;A;C;A;A;B
2,1006E+11;2023;F;GO;G;G;E;D;5;E;B;B;C;B;B;B;B;B;B;A;B;B;B;A;B;E;A;B;B
2,10061E+11;2023;M;GO;E;B;C;A;3;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;B;B;B;B;4;C;B;B;D;A;B;B;B;B;A;B;A;B;C;B;A;E;A;B;B
2,10058E+11;2023;F;GO;E;C;D;C;4;F;A;C;D;B;A;B;B;B;A;A;A;B;B;B;B;E;A;C;B
2,10059E+11;2023;F;GO;F;E;E;B;3;E;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;D;F;C;F;1;B;A;C;D;A;A;B;B;B;A;B;A;A;C;A;B;B;A;A;B
2,10059E+11;2023;M;GO;E;F;C;B;2;E;A;C;D;B;A;B;A;B;A;B;A;A;C;A;B;C;A;C;B
2,1006E+11;2023;M;GO;E;E;D;D;3;D;A;B;D;B;B;B;B;B;A;A;A;B;B;A;B;E;A;C;B
2,10058E+11;2023;M;GO;F;E;D;F;4;G;A;C;C;B;A;B;B;B;A;B;A;A;B;A;B;E;A;A;B
2,10059E+11;2023;F;GO;G;E;D;B;4;P;B;E;E;B;B;B;B;B;B;B;A;B;C;A;A;E;A;C;B
2,10059E+11;2023;F;GO;E;D;B;B;4;C;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;F;GO;B;D;C;B;5;H;A;C;D;A;B;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;F;GO;H;E;F;B;3;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;A;D;A;C;2;D;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;D;A;A;B
2,10059E+11;2023;F;GO;D;D;B;B;4;E;D;B;C;B;A;B;B;B;A;B;A;A;B;A;B;D;A;A;B
2,1006E+11;2023;M;GO;D;E;F;D;6;F;A;C;D;B;A;B;B;B;B;B;A;A;C;A;B;E;A;B;B
2,1006E+11;2023;F;GO;C;D;B;C;4;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A
2,10059E+11;2023;M;GO;G;E;E;B;3;I;A;B;C;B;B;B;A;B;A;B;A;B;C;B;A;A;A;B;B
2,10058E+11;2023;F;GO;H;C;F;B;5;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;E;E;C;A;4;F;A;C;D;B;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;D;E;C;D;5;F;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;M;GO;E;G;C;D;4;D;A;D;E;C;A;B;B;B;B;B;A;A;A;A;A;E;A;B;B
2,10059E+11;2023;M;GO;B;B;B;C;3;F;A;B;C;B;B;B;B;B;A;B;A;B;B;A;A;D;B;B;B
2,1006E+11;2023;F;GO;E;G;C;D;4;D;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;H;F;C;D;4;E;A;C;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10058E+11;2023;F;GO;E;E;C;B;3;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;B;A;A;B
2,10058E+11;2023;F;GO;H;E;A;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;B;F;B;B;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,10059E+11;2023;M;GO;E;E;B;B;4;B;A;B;C;B;A;B;B;B;A;A;A;B;B;A;B;D;A;B;B
2,1006E+11;2023;F;GO;E;E;C;B;4;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;A;A;A;B
2,10059E+11;2023;M;GO;B;C;A;A;3;B;A;B;D;B;B;B;A;A;A;B;A;A;A;A;A;D;A;A;B
2,1006E+11;2023;M;GO;H;E;C;F;3;E;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;F;GO;D;D;B;B;4;B;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;C;E;B;B;4;B;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;M;GO;E;E;B;B;3;C;A;B;C;A;A;B;B;B;A;B;A;A;C;A;A;D;A;A;B
2,10061E+11;2023;F;GO;E;G;B;D;4;L;A;C;D;A;A;B;A;B;A;B;A;A;C;A;B;E;A;B;B
2,10059E+11;2023;M;GO;A;G;F;D;2;F;A;C;D;B;B;B;B;B;B;B;A;B;C;A;B;B;A;B;B
2,10061E+11;2023;M;GO;B;C;C;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;E;B;D;B;4;G;A;C;D;A;A;B;B;B;A;B;A;A;B;A;A;D;B;B;B
2,1006E+11;2023;F;GO;B;E;F;B;5;C;A;B;D;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;B
2,1006E+11;2023;F;GO;B;B;F;F;6;C;B;B;C;A;A;B;B;A;A;A;A;A;B;A;A;A;A;A;B
2,10059E+11;2023;F;GO;E;E;C;B;3;F;A;C;C;B;B;B;B;A;A;B;A;A;B;A;B;A;A;A;B
2,10059E+11;2023;F;GO;B;C;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,1006E+11;2023;F;GO;B;B;F;B;6;B;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;E;D;B;B;5;A;A;C;C;B;A;B;A;B;A;A;B;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;D;G;D;D;3;G;A;D;E;B;A;B;B;B;B;B;A;A;B;B;A;D;B;B;B
2,1006E+11;2023;F;GO;D;H;C;B;4;B;A;C;E;B;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;B;E;A;B;3;A;B;B;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
2,1006E+11;2023;M;GO;D;C;B;B;3;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;B;A;B
2,10061E+11;2023;M;GO;A;B;A;B;4;C;A;C;D;B;A;B;C;A;A;A;A;A;B;B;A;E;A;A;B
2,10059E+11;2023;M;GO;E;C;F;B;6;E;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;B;B;B;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2,1006E+11;2023;M;GO;D;G;C;D;5;E;A;D;D;B;B;B;A;B;A;A;A;B;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;G;G;E;E;4;K;A;C;D;B;A;B;B;A;A;B;A;A;B;A;A;D;A;B;B
2,10058E+11;2023;M;GO;D;B;B;B;5;F;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;H;D;F;C;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;D;A;A;B
2,10059E+11;2023;F;GO;A;B;F;B;4;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;G;E;D;F;5;G;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;M;GO;B;B;B;B;5;C;A;C;D;B;A;B;A;A;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;M;GO;E;G;D;B;3;D;A;C;D;B;B;B;B;B;A;A;A;A;B;B;B;D;B;A;B
2,1006E+11;2023;M;GO;F;E;E;C;2;C;A;B;C;B;B;B;B;B;A;B;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;F;GO;D;D;B;B;3;B;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
2,10061E+11;2023;F;GO;B;B;D;B;3;G;A;C;D;B;B;B;A;B;A;B;A;A;B;A;B;E;A;A;B
2,10059E+11;2023;F;GO;C;E;F;B;3;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;B;A;A;A;B
2,10059E+11;2023;F;GO;E;G;E;D;4;I;B;C;D;C;B;B;C;B;A;C;A;A;C;A;B;E;A;C;B
2,1006E+11;2023;F;GO;D;D;B;B;2;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10061E+11;2023;M;GO;G;G;D;D;4;O;B;C;D;B;B;C;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;H;C;F;B;7;H;A;B;C;D;B;A;B;B;B;B;A;A;C;A;A;E;A;B;B
2,1006E+11;2023;M;GO;H;E;D;B;3;E;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;F;GO;D;E;C;B;4;G;A;C;D;A;C;B;A;B;A;A;A;B;B;A;A;E;A;A;B
2,10061E+11;2023;F;GO;D;D;B;B;3;D;A;C;C;B;A;B;B;B;A;B;A;B;B;B;A;D;A;B;B
2,10061E+11;2023;F;GO;E;F;D;B;4;N;B;C;D;C;A;B;B;B;A;B;A;B;E;B;B;E;A;B;B
2,1006E+11;2023;F;GO;E;G;C;D;3;K;A;C;D;C;A;B;B;B;A;A;A;B;B;A;B;D;A;D;B
2,1006E+11;2023;F;GO;E;E;C;B;2;B;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;E;F;D;D;4;K;A;C;D;B;B;B;B;B;B;A;B;B;D;A;A;E;A;C;B
2,10059E+11;2023;M;GO;F;G;D;E;4;N;A;C;D;C;A;B;B;B;A;B;A;B;C;A;A;E;A;B;B
2,10059E+11;2023;F;GO;D;D;A;B;3;C;A;B;C;B;A;B;B;A;A;B;A;A;B;A;B;C;A;C;B
2,1006E+11;2023;F;GO;C;F;F;F;3;C;A;D;D;C;A;B;B;B;B;B;A;A;B;A;B;D;A;B;B
2,10061E+11;2023;M;GO;E;D;D;B;4;C;A;B;C;B;A;C;B;B;B;B;A;A;C;A;A;E;A;A;B
2,1006E+11;2023;M;GO;E;E;C;B;5;F;A;C;D;C;A;B;A;B;A;B;A;A;C;A;A;D;A;B;B
2,10059E+11;2023;M;GO;D;D;A;B;2;A;A;C;E;B;A;B;B;B;B;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;C;D;F;D;3;D;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;F;GO;B;D;F;F;6;B;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
2,1006E+11;2023;F;GO;C;C;B;B;6;B;D;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A
2,10061E+11;2023;M;GO;E;E;D;B;3;H;A;C;C;B;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;C;D;D;D;3;E;A;C;C;B;A;B;A;B;A;A;A;A;B;A;B;B;A;B;B
2,1006E+11;2023;M;GO;B;C;B;B;4;D;A;B;C;A;A;B;B;B;A;A;A;A;A;A;A;E;A;B;B
2,1006E+11;2023;F;GO;D;F;D;D;4;I;A;B;C;C;A;B;B;B;A;B;B;A;B;A;A;B;A;B;B
2,1006E+11;2023;M;GO;C;E;D;F;4;D;A;C;D;A;B;B;A;B;A;B;A;B;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;E;E;B;B;4;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;E;F;F;E;4;E;A;B;D;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;M;GO;E;E;D;D;4;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;M;GO;C;C;C;C;3;B;A;B;D;B;A;B;B;B;B;B;B;A;B;A;A;B;A;A;B
2,1006E+11;2023;F;GO;E;G;A;D;4;E;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;B
2,1006E+11;2023;M;GO;D;E;A;A;3;D;A;C;D;B;A;B;B;B;B;B;A;B;B;A;A;D;B;A;B
2,10061E+11;2023;F;GO;H;H;F;F;4;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10059E+11;2023;F;GO;G;F;E;D;5;L;A;C;D;B;A;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;M;GO;E;E;E;D;4;K;B;D;E;D;A;C;B;C;A;C;A;A;E;A;B;E;A;B;B
2,1006E+11;2023;F;GO;E;D;D;D;4;G;A;C;C;B;D;B;B;B;A;B;A;A;B;A;B;A;A;B;B
2,1006E+11;2023;M;GO;E;E;F;F;3;B;A;B;C;A;A;B;B;B;A;B;A;A;A;A;A;B;A;A;B
2,1006E+11;2023;F;GO;D;B;B;B;3;E;B;B;C;B;B;B;B;B;B;B;B;B;A;B;B;B;A;C;B
2,1006E+11;2023;M;GO;E;E;C;D;5;I;A;C;D;B;C;B;B;B;A;A;A;B;D;A;A;E;A;B;B
