NU_INSCRICAO;NU_ANO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10061E+11;2023;M;GO;E;F;D;F;5;H;A;D;E;B;A;C;C;B;A;B;B;B;D;B;B;D;A;B;B
2,10061E+11;2023;F;GO;D;D;C;B;4;C;A;C;D;B;C;B;B;B;A;A;A;B;B;A;A;D;B;C;B
2,10061E+11;2023;M;GO;D;G;C;D;4;E;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;F;GO;D;G;A;D;7;C;A;B;D;A;A;B;A;B;A;B;A;A;C;A;B;E;A;C;B
2,10061E+11;2023;F;GO;A;B;A;A;2;A;A;C;B;B;C;C;C;C;C;C;C;A;C;B;B;C;A;C;B
2,1006E+11;2023;M;GO;E;F;F;D;6;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;F;GO;E;D;D;B;5;F;A;C;D;B;A;B;A;B;A;B;A;A;B;A;B;E;A;B;B
2,10061E+11;2023;M;GO;C;F;A;D;3;D;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10058E+11;2023;M;GO;G;G;D;D;4;F;A;C;D;B;B;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;H;E;F;B;4;B;A;C;E;B;B;B;A;B;A;B;A;A;B;A;A;E;A;A;A
2,1006E+11;2023;M;GO;E;E;B;F;4;D;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;F;E;F;B;4;B;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;A;B;B;C;6;C;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;H;H;A;B;3;P;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;C;C;A;B;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
2,10059E+11;2023;M;GO;F;F;D;D;14;G;A;C;E;B;B;B;A;B;A;A;A;A;B;A;B;E;A;B;B
2,10059E+11;2023;M;GO;B;F;C;D;3;E;A;B;D;B;C;B;A;B;A;B;A;A;B;A;A;D;B;B;B
2,10061E+11;2023;M;GO;F;C;E;B;2;B;A;B;D;A;A;B;B;B;B;B;A;A;B;A;B;C;A;B;B
2,10061E+11;2023;M;GO;B;D;A;B;4;D;A;B;C;A;A;B;B;B;B;A;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;M;GO;B;A;C;B;4;B;A;B;C;B;B;B;A;B;B;B;A;A;B;A;A;C;A;B;B
2,10058E+11;2023;F;GO;B;B;B;B;4;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;B;B;A;B;6;B;A;B;E;B;A;C;C;B;A;C;A;A;E;B;A;E;A;B;B
2,10061E+11;2023;M;GO;H;H;C;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;F;GO;D;F;D;E;4;H;A;E;E;C;A;B;B;B;B;B;A;B;B;A;B;D;A;C;B
2,10061E+11;2023;M;GO;F;G;E;D;3;G;A;C;C;B;A;B;A;B;A;B;A;A;B;A;B;D;A;B;B
2,10058E+11;2023;F;GO;H;E;B;B;2;B;A;B;D;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;E;E;E;F;6;G;A;C;E;C;A;B;C;B;A;B;A;B;C;A;B;E;A;C;B
2,10061E+11;2023;F;GO;H;H;A;A;6;B;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
2,10059E+11;2023;F;GO;D;E;A;B;3;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;E;E;D;F;4;C;A;B;D;B;A;B;A;B;B;A;A;B;C;A;B;D;A;B;B
2,10061E+11;2023;F;GO;D;C;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10058E+11;2023;F;GO;E;C;F;B;3;C;A;B;C;B;B;B;B;B;A;B;A;A;B;B;B;B;A;A;B
2,10059E+11;2023;M;GO;E;E;B;B;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;D;G;D;E;4;D;A;D;D;C;A;C;A;B;A;B;A;A;B;A;B;D;A;B;B
2,10061E+11;2023;M;GO;D;E;A;C;1;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B
2,10059E+11;2023;M;GO;E;E;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A
2,10061E+11;2023;F;GO;E;F;D;F;4;F;A;B;D;B;D;B;A;B;A;B;A;A;B;A;B;E;A;B;B
2,10061E+11;2023;F;GO;E;G;C;D;5;G;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;M;GO;E;F;D;D;4;K;A;E;E;C;B;B;A;B;A;B;A;A;C;B;B;E;A;A;B
2,10061E+11;2023;F;GO;D;E;C;B;4;G;A;C;D;B;C;B;B;B;B;B;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;F;GO;D;D;B;B;5;C;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;E;C;A;A;3;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;A;A;A;B
2,10059E+11;2023;M;GO;E;E;C;F;4;E;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;F;GO;B;E;C;B;4;C;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;H;E;F;C;2;B;A;B;C;A;A;B;B;B;A;B;A;A;A;A;A;C;A;A;B
2,10061E+11;2023;M;GO;E;E;F;F;5;G;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;F;GO;D;F;D;D;6;C;A;B;D;B;A;B;A;B;A;B;A;A;B;B;B;B;A;B;B
2,1006E+11;2023;M;GO;C;D;B;B;2;C;A;B;D;A;A;B;A;B;A;A;B;A;B;A;A;C;A;A;A
2,10059E+11;2023;M;GO;C;F;C;D;4;G;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;E;A;C;B
2,10059E+11;2023;M;GO;B;B;B;B;4;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;F;GO;D;D;A;F;4;B;A;B;C;C;C;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;C;E;C;F;6;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;C;B;D;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;M;GO;G;F;D;B;4;G;A;B;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;E;B
2,10059E+11;2023;M;GO;D;E;A;A;5;B;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,1006E+11;2023;F;GO;H;E;F;B;3;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;B;D;A;A;B
2,10059E+11;2023;M;GO;B;E;B;B;2;B;A;B;C;A;B;B;A;A;A;B;A;B;B;A;A;C;A;A;B
2,1006E+11;2023;M;GO;C;E;F;B;2;B;A;B;C;A;A;B;A;B;A;B;A;B;B;B;A;C;A;A;A
2,10061E+11;2023;F;GO;E;G;B;B;6;B;A;A;B;A;A;B;B;B;B;B;A;A;B;A;B;A;A;A;B
2,10061E+11;2023;F;GO;F;F;D;B;4;F;A;B;D;A;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;F;GO;D;E;C;B;7;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;C;D;D;C;3;B;A;B;C;B;A;B;B;B;A;A;A;A;B;B;A;D;A;B;B
2,1006E+11;2023;F;GO;C;E;D;D;6;D;A;B;D;B;A;B;A;B;A;B;A;A;B;A;B;D;A;A;B
2,1006E+11;2023;F;GO;C;C;C;B;5;E;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
2,1006E+11;2023;F;GO;D;E;C;D;4;G;A;C;D;C;B;C;C;B;A;B;A;A;E;B;B;E;A;B;B
2,1006E+11;2023;F;GO;D;E;B;B;7;B;A;C;D;B;B;C;D;C;A;C;A;B;D;A;A;E;A;E;B
2,10061E+11;2023;F;GO;E;E;D;B;3;D;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;B;B
2,1006E+11;2023;M;GO;F;E;B;B;5;E;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;D;E;C;B;8;G;A;C;E;C;C;B;A;B;A;A;A;A;B;A;B;E;A;A;B
2,1006E+11;2023;M;GO;E;E;F;A;5;B;A;B;E;B;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10061E+11;2023;F;GO;E;E;C;C;2;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10059E+11;2023;F;GO;E;E;C;C;4;G;A;C;C;A;A;C;B;B;B;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;M;GO;D;G;C;D;4;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;F;GO;E;B;B;B;5;B;A;C;C;A;A;B;A;A;A;B;A;A;B;A;A;E;A;A;B
2,10061E+11;2023;M;GO;E;F;A;D;3;C;A;B;C;A;A;B;B;A;A;B;A;A;B;B;A;D;A;B;B
2,10059E+11;2023;F;GO;F;F;D;D;4;O;D;D;D;C;A;B;B;B;A;B;B;B;E;A;B;E;A;E;B
2,10061E+11;2023;M;GO;D;E;A;B;4;E;A;B;D;A;C;B;A;B;A;B;A;B;B;A;B;C;A;A;B
2,10061E+11;2023;M;GO;C;D;C;C;4;G;D;B;C;B;A;B;A;B;A;B;A;A;B;A;B;E;A;A;B
2,10061E+11;2023;M;GO;B;E;F;B;5;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;F;GO;C;C;B;B;4;D;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10058E+11;2023;F;GO;A;A;C;B;3;A;A;A;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
2,1006E+11;2023;M;GO;H;E;F;B;2;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;M;GO;E;E;B;B;2;B;A;B;C;A;A;C;B;B;A;A;A;A;A;A;A;B;A;B;B
2,10059E+11;2023;M;GO;H;H;B;C;3;H;A;B;D;B;B;C;B;B;B;B;A;A;D;A;B;D;A;B;B
2,1006E+11;2023;M;GO;B;B;B;B;2;B;B;C;E;B;B;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10059E+11;2023;M;GO;E;G;C;B;3;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;C;F;E;B;2;B;A;B;B;A;A;B;A;B;A;B;A;A;B;A;B;C;A;C;B
2,1006E+11;2023;F;GO;C;G;D;D;4;F;A;C;D;B;A;B;A;B;A;B;B;A;E;A;B;D;A;B;B
2,1006E+11;2023;F;GO;D;E;C;B;7;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;F;GO;H;H;E;B;3;B;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;B;E;D;B;2;D;A;C;C;A;A;B;A;B;A;B;A;B;B;A;A;B;A;A;B
2,10061E+11;2023;M;GO;B;E;B;B;5;G;A;C;D;C;B;B;A;B;B;B;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;M;GO;B;E;B;B;7;B;A;B;E;B;A;B;B;B;A;B;A;A;B;B;A;B;A;B;B
2,10059E+11;2023;M;GO;D;C;F;A;4;D;A;B;D;B;B;B;B;B;B;C;A;A;C;A;B;E;A;B;B
2,1006E+11;2023;M;GO;E;E;F;B;8;F;B;C;C;B;B;B;A;B;A;B;A;A;B;A;A;E;A;C;B
2,1006E+11;2023;F;GO;E;F;C;B;2;C;A;B;B;B;A;B;B;B;A;A;A;B;B;A;A;C;A;A;B
2,10059E+11;2023;M;GO;E;E;E;D;4;E;A;D;D;B;A;C;A;B;B;A;A;A;C;A;A;E;A;B;B
2,10059E+11;2023;M;GO;E;D;E;B;3;F;A;C;D;B;A;B;B;B;A;B;A;B;C;A;B;D;A;B;B
2,10059E+11;2023;F;GO;G;E;D;D;4;C;A;B;C;B;A;B;A;B;A;B;A;B;B;A;A;C;B;B;B
2,10061E+11;2023;F;GO;C;G;B;D;4;G;A;C;D;B;A;A;A;B;A;A;A;A;B;A;A;E;A;A;B
2,1006E+11;2023;M;GO;B;G;F;F;3;I;A;D;D;B;B;B;B;C;A;B;A;A;B;A;B;D;A;C;B
2,10061E+11;2023;F;GO;E;E;B;D;3;D;A;C;C;B;C;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;M;GO;B;B;A;A;4;B;A;B;D;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;A
2,1006E+11;2023;F;GO;H;D;F;B;3;B;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;D;B;A;B
2,10059E+11;2023;M;GO;A;E;F;F;2;E;A;D;D;B;B;C;A;C;A;B;A;B;C;A;A;C;A;B;B
2,10061E+11;2023;F;GO;C;C;C;B;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;A;A;A;B
2,10058E+11;2023;F;GO;C;C;C;B;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;M;GO;C;C;A;B;4;C;A;B;D;B;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;M;GO;C;D;C;B;3;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10058E+11;2023;F;GO;B;E;C;F;5;B;A;C;D;B;A;B;A;B;A;B;A;A;B;A;B;C;A;A;A
2,10061E+11;2023;M;GO;B;B;A;B;3;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;A;B;A;A;B
2,10061E+11;2023;M;GO;H;D;C;B;7;D;A;B;D;A;A;B;A;B;A;B;A;A;C;A;A;E;A;A;B
2,10061E+11;2023;M;GO;C;D;C;F;4;A;B;B;C;A;A;B;A;B;B;B;A;A;B;B;A;B;A;B;B
2,10061E+11;2023;F;GO;C;E;A;D;2;F;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;B;B;B
2,10061E+11;2023;F;GO;B;B;C;B;6;D;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;H;E;A;A;7;B;A;B;C;B;A;B;A;B;A;B;A;A;B;B;B;B;B;B;B
2,1006E+11;2023;F;GO;H;C;B;B;5;C;A;B;C;B;A;B;A;B;A;A;A;A;C;A;B;E;B;A;B
2,10059E+11;2023;F;GO;E;D;D;B;5;F;A;C;D;B;A;B;A;B;A;B;A;A;B;A;B;E;A;B;B
2,10059E+11;2023;M;GO;H;E;D;D;3;A;A;B;C;B;A;B;B;B;A;A;A;B;B;B;B;D;A;C;B
2,10058E+11;2023;F;GO;G;G;E;D;4;F;A;C;E;C;A;B;B;B;B;C;A;B;D;A;B;E;A;C;B
2,10058E+11;2023;F;GO;D;D;B;B;2;E;B;B;C;B;A;B;B;B;B;B;A;A;C;B;B;D;A;B;B
2,1006E+11;2023;F;GO;B;B;A;B;6;B;A;B;C;B;A;B;A;B;A;B;A;A;B;A;B;D;A;A;B
2,10061E+11;2023;M;GO;C;B;A;A;4;B;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10058E+11;2023;F;GO;B;E;C;B;3;G;A;B;C;B;B;B;C;B;A;B;A;A;B;B;B;D;A;A;A
2,10061E+11;2023;F;GO;C;D;C;B;4;C;A;B;C;B;A;B;A;B;A;B;A;A;B;B;A;D;A;B;B
2,10061E+11;2023;F;GO;B;B;B;B;4;C;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;M;GO;D;D;C;C;4;C;A;B;D;B;B;B;B;B;A;B;A;B;B;A;A;D;B;C;B
2,10058E+11;2023;F;GO;C;D;B;B;2;C;A;B;C;A;B;B;A;B;A;A;A;A;A;A;A;C;A;B;B
2,10061E+11;2023;F;GO;G;G;E;E;4;O;D;C;D;B;B;B;B;C;B;B;A;A;C;A;B;E;A;C;B
2,10061E+11;2023;M;GO;E;E;D;B;2;C;A;C;C;B;A;B;A;B;A;B;A;B;B;A;B;C;A;B;B
2,10061E+11;2023;F;GO;C;D;A;A;5;E;A;B;D;B;B;B;B;B;B;A;A;A;B;A;B;B;A;B;B
2,10059E+11;2023;M;GO;E;E;B;C;4;C;A;B;C;B;B;B;A;A;A;A;A;A;A;A;A;A;A;A;B
2,10061E+11;2023;M;GO;E;F;E;F;2;A;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;M;GO;C;E;A;F;3;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;A
2,10061E+11;2023;F;GO;H;G;F;F;5;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;B;D;A;A;B
2,10061E+11;2023;F;GO;D;D;B;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B
2,10061E+11;2023;F;GO;F;C;B;B;4;D;A;C;D;B;B;C;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;F;GO;E;F;A;D;2;F;A;C;D;B;A;B;A;B;A;B;A;B;B;A;B;C;A;C;B
2,10061E+11;2023;F;GO;D;D;C;B;2;C;A;B;C;B;B;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;M;GO;E;E;B;C;6;B;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;B;D;C;C;4;D;A;B;D;A;A;B;A;A;A;B;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;E;E;B;C;2;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;F;GO;G;G;C;D;7;B;A;B;C;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
2,1006E+11;2023;M;GO;H;H;F;F;3;A;A;B;C;A;C;B;B;B;A;B;B;A;B;B;B;D;A;A;B
2,1006E+11;2023;M;GO;H;C;F;B;4;D;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;M;GO;C;D;C;C;7;B;A;D;E;C;A;C;B;B;A;A;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;F;GO;C;E;C;D;4;E;A;C;C;B;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,10061E+11;2023;F;GO;H;A;B;B;3;E;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;D;D;B;B;4;C;A;B;D;B;B;B;A;B;A;A;A;A;B;A;B;C;A;B;B
2,10061E+11;2023;M;GO;E;G;B;B;4;C;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;E;F;C;D;3;C;A;B;C;B;A;B;B;B;B;A;A;A;B;A;A;C;A;C;B
2,10061E+11;2023;M;GO;B;C;F;F;3;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;M;GO;G;E;E;D;5;H;A;D;D;B;A;B;A;B;A;A;A;B;B;A;A;E;A;A;B
2,10061E+11;2023;F;GO;D;E;A;B;4;B;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;M;GO;H;E;B;F;3;B;A;B;C;B;A;B;B;B;A;B;A;B;D;A;A;D;A;B;B
2,10058E+11;2023;M;GO;E;E;F;C;2;D;A;B;C;B;A;B;B;B;A;B;A;A;B;B;B;C;A;C;B
2,10061E+11;2023;F;GO;D;E;C;B;3;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;F;GO;B;G;A;D;7;E;A;C;E;B;A;C;A;B;A;B;A;A;B;A;B;E;A;B;B
2,10058E+11;2023;F;GO;E;E;F;F;2;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;F;GO;C;F;C;B;4;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;F;C;D;D;4;H;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;F;GO;D;B;C;F;5;C;A;B;C;B;A;B;A;B;B;B;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;F;GO;C;H;A;F;3;D;A;C;E;C;A;C;B;B;A;A;A;A;C;B;A;C;B;A;A
2,1006E+11;2023;M;GO;F;E;B;F;4;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;A;A
2,1006E+11;2023;F;GO;E;E;F;B;4;H;A;B;C;B;C;B;A;B;B;B;A;A;C;B;A;E;A;B;B
2,10061E+11;2023;M;GO;E;E;C;C;4;H;A;D;D;B;B;B;A;B;A;A;A;B;B;A;A;D;A;B;B
2,10061E+11;2023;M;GO;E;D;A;B;4;D;A;C;D;B;A;B;B;B;A;B;A;B;C;A;B;E;A;A;B
2,10061E+11;2023;F;GO;D;D;A;A;5;C;A;B;C;C;B;B;B;A;A;A;A;A;B;A;A;E;A;A;B
2,10061E+11;2023;M;GO;E;E;C;A;5;C;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;D;B;A;B
2,1006E+11;2023;F;GO;E;G;D;D;4;H;A;D;D;C;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10061E+11;2023;M;GO;F;E;D;D;4;E;A;C;C;B;B;B;C;B;B;B;A;B;D;A;A;D;A;C;B
2,10059E+11;2023;F;GO;B;B;A;C;4;E;A;B;C;B;A;B;A;B;A;A;A;A;B;B;A;E;A;A;B
2,10059E+11;2023;F;GO;E;E;C;C;2;A;A;B;B;A;A;B;A;B;A;A;A;A;A;A;A;C;A;A;B
2,10061E+11;2023;F;GO;D;G;B;D;4;G;A;B;C;B;A;B;A;B;B;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;H;C;F;B;4;B;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;M;GO;E;D;B;B;4;C;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;M;GO;A;A;A;F;2;C;A;B;C;B;A;B;A;B;A;A;A;A;B;B;A;B;A;B;B
2,10061E+11;2023;F;GO;D;H;A;B;6;B;A;C;E;C;A;B;A;A;A;A;A;A;B;B;A;D;A;A;B
2,1006E+11;2023;M;GO;H;F;A;D;2;B;A;C;C;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;H;H;F;F;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10058E+11;2023;F;GO;H;C;B;B;5;C;A;C;D;A;A;B;A;A;A;A;A;A;A;A;A;E;A;B;B
2,10061E+11;2023;F;GO;B;A;F;B;5;C;A;B;C;A;A;B;A;B;B;A;A;A;B;A;B;E;A;A;B
2,10061E+11;2023;M;GO;E;E;D;B;4;C;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;F;GO;B;B;A;B;4;B;A;C;D;B;B;D;B;B;B;B;A;B;C;A;B;E;A;A;B
2,10061E+11;2023;F;GO;D;B;B;B;4;I;A;D;E;C;C;B;B;B;A;B;A;A;D;A;B;E;A;A;B
2,10059E+11;2023;F;GO;F;E;D;B;4;I;A;D;D;D;A;B;B;B;B;B;A;B;C;B;B;E;A;C;B
2,10061E+11;2023;F;GO;H;D;B;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10058E+11;2023;M;GO;B;C;F;B;6;D;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;M;GO;D;B;F;F;4;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;C;D;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;B;B
2,1006E+11;2023;F;GO;F;G;D;D;5;I;A;C;D;C;A;B;A;B;A;B;A;A;B;B;A;E;A;E;B
2,10061E+11;2023;F;GO;F;E;D;B;4;E;A;C;D;B;B;C;C;A;A;B;A;A;C;A;B;E;A;B;B
2,10061E+11;2023;F;GO;C;E;C;C;5;D;A;C;D;B;A;B;A;A;A;B;A;A;C;A;B;E;A;B;B
2,10061E+11;2023;M;GO;C;G;D;D;3;D;A;C;D;B;B;B;A;B;B;B;A;A;B;A;A;B;A;B;B
2,10061E+11;2023;F;GO;H;D;B;F;5;C;A;E;E;B;A;B;B;B;A;B;A;A;C;A;A;B;A;B;B
2,1006E+11;2023;F;GO;C;B;B;B;5;D;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;F;GO;B;C;F;F;3;B;A;B;D;C;A;B;A;B;A;B;A;B;B;A;B;E;A;A;B
2,10061E+11;2023;F;GO;E;H;B;B;2;F;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;M;GO;E;B;A;B;4;B;A;B;C;B;A;B;B;B;B;B;A;A;B;A;B;B;B;B;B
2,1006E+11;2023;M;GO;C;D;A;B;1;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;B;B;A;A;B
2,10059E+11;2023;F;GO;H;C;F;B;6;A;C;B;C;A;B;B;A;A;A;B;A;A;B;A;A;E;A;A;B
2,10061E+11;2023;F;GO;E;C;C;B;5;F;A;B;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;F;GO;D;E;D;D;4;P;C;D;E;D;C;C;A;B;B;B;A;B;D;A;B;E;A;C;B
2,10061E+11;2023;F;GO;E;E;C;F;6;A;A;B;D;C;A;B;A;B;B;A;A;A;A;A;A;E;A;B;B
2,10059E+11;2023;F;GO;D;E;C;B;5;F;A;D;E;D;C;B;B;B;B;A;A;B;B;B;B;E;A;B;B
2,10061E+11;2023;F;GO;F;F;D;B;6;N;B;C;C;B;A;B;B;B;A;B;A;A;B;A;A;B;A;B;B
2,10059E+11;2023;F;GO;E;E;C;B;3;A;A;C;D;B;B;B;B;B;A;B;A;B;D;B;B;D;A;B;B
2,10061E+11;2023;F;GO;D;B;B;B;4;C;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;F;GO;D;D;B;B;4;G;A;C;C;B;C;B;B;B;A;B;A;A;B;A;A;D;B;B;B
2,10061E+11;2023;F;GO;C;C;C;C;6;E;A;D;D;B;C;B;B;B;A;B;A;B;C;A;B;E;A;E;B
